id,title,publication_year,doi,authors,abstract,biorepository_related
https://openalex.org/W2177361998,Plants and climate change: complexities and surprises,2015,https://doi.org/10.1093/aob/mcv169,"Camille Parmesan, Mick E. Hanley","We found that conventionally expected responses are generally well-understood, and that it is the aberrant responses that are now yielding greater insight into current and possible future impacts of ACC. We argue that inconclusive, unexpected, or counter-intuitive results should be embraced in order to understand apparent disconnects between theory, prediction, and observation. We highlight prime examples from the collection of papers in this Special Issue, as well as general literature. We found use of plant functional groupings/traits had mixed success, but that some underutilized approaches, such as Grime's C/S/R strategies, when incorporated, have improved understanding of observed responses. Despite inherent difficulties, we highlight the need for ecologists to conduct community-level experiments in systems that replicate multiple aspects of ACC. Specifically, we call for development of coordinating experiments across networks of field sites, both natural and man-made.",TRUE
https://openalex.org/W2968031588,High rates of primary production in structurally complex forests,2019,https://doi.org/10.1002/ecy.2864,"Christopher M. Gough, Jeff W. Atkins, Robert T. Fahey, Brady S. Hardiman","Structure-function relationships are central to many ecological paradigms. Chief among these is the linkage of net primary production (NPP) with species diversity and canopy structure. Using the National Ecological Observatory Network (NEON) as a subcontinental-scale research platform, we examined how temperate-forest NPP relates to several measures of site-level canopy structure and tree species diversity. Novel multidimensional canopy traits describing structural complexity, most notably canopy rugosity, were more strongly related to site NPP than were species diversity measures and other commonly characterized canopy structural features. The amount of variation in site-level NPP explained by canopy rugosity alone was 83%, which was substantially greater than that explained individually by vegetation area index (31%) or Shannon's index of species diversity (30%). Forests that were more structurally complex, had higher vegetation-area indices, or were more diverse absorbed more light and used light more efficiently to power biomass production, but these relationships were most strongly tied to structural complexity. Implications for ecosystem modeling and management are wide ranging, suggesting structural complexity traits are broad, mechanistically robust indicators of NPP that, in application, could improve the prediction and management of temperate forest carbon sequestration.",FALSE
https://openalex.org/W4391785316,The impacts of rising vapour pressure deficit in natural and managed ecosystems,2024,https://doi.org/10.1111/pce.14846,"Kimberly A. Novick, Darren L. Ficklin, Charlotte Grossiord, Alexandra G. Konings, Jordi Martínez‐Vilalta, Walid Sadok, Anna T. Trugman, Park Williams, Alexandra J. Wright, John T. Abatzoglou, Matthew P. Dannenberg, Pierre Gentine, Kaiyu Guan, Miriam R. Johnston, Lauren E. L. Lowman, D. J. Moore, Nate G. McDowell","An exponential rise in the atmospheric vapour pressure deficit (VPD) is among the most consequential impacts of climate change in terrestrial ecosystems. Rising VPD has negative and cascading effects on nearly all aspects of plant function including photosynthesis, water status, growth and survival. These responses are exacerbated by land-atmosphere interactions that couple VPD to soil water and govern the evolution of drought, affecting a range of ecosystem services including carbon uptake, biodiversity, the provisioning of water resources and crop yields. However, despite the global nature of this phenomenon, research on how to incorporate these impacts into resilient management regimes is largely in its infancy, due in part to the entanglement of VPD trends with those of other co-evolving climate drivers. Here, we review the mechanistic bases of VPD impacts at a range of spatial scales, paying particular attention to the independent and interactive influence of VPD in the context of other environmental changes. We then evaluate the consequences of these impacts within key management contexts, including water resources, croplands, wildfire risk mitigation and management of natural grasslands and forests. We conclude with recommendations describing how management regimes could be altered to mitigate the otherwise highly deleterious consequences of rising VPD.",FALSE
https://openalex.org/W2342557265,The plant phenology monitoring design for The National Ecological Observatory Network,2016,https://doi.org/10.1002/ecs2.1303,"Sarah C. Elmendorf, Katherine D. Jones, Benjamin I. Cook, Jeffrey M. Diez, Carolyn A. F. Enquist, Rebecca A. Hufft, Matthew Jones, Susan J. Mazer, Abraham J. Miller‐Rushing, D. J. Moore, Mark D. Schwartz, Jake F. Weltzin","Abstract Phenology is an integrative science that comprises the study of recurring biological activities or events. In an era of rapidly changing climate, the relationship between the timing of those events and environmental cues such as temperature, snowmelt, water availability, or day length are of particular interest. This article provides an overview of the observer‐based plant phenology sampling conducted by the U.S. National Ecological Observatory Network ( NEON ), the resulting data, and the rationale behind the design. Trained technicians will conduct regular in situ observations of plant phenology at all terrestrial NEON sites for the 30‐yr life of the observatory. Standardized and coordinated data across the network of sites can be used to quantify the direction and magnitude of the relationships between phenology and environmental forcings, as well as the degree to which these relationships vary among sites, among species, among phenophases, and through time. Vegetation at NEON sites will also be monitored with tower‐based cameras, satellite remote sensing, and annual high‐resolution airborne remote sensing. Ground‐based measurements can be used to calibrate and improve satellite‐derived phenometrics. NEON 's phenology monitoring design is complementary to existing phenology research efforts and citizen science initiatives throughout the world and will produce interoperable data. By collocating plant phenology observations with a suite of additional meteorological, biophysical, and ecological measurements (e.g., climate, carbon flux, plant productivity, population dynamics of consumers) at 47 terrestrial sites, the NEON design will enable continental‐scale inference about the status, trends, causes, and ecological consequences of phenological change.",FALSE
https://openalex.org/W2892011168,Towards global data products of Essential Biodiversity Variables on species traits,2018,https://doi.org/10.1038/s41559-018-0667-3,"W. Daniel Kissling, Ramona Walls, Anne Bowser, Matthew Jones, Jens Kattge, Donat Agosti, Josep Amengual, Alberto Basset, Peter M. van Bodegom, Johannes H. C. Cornelissen, Ellen G. Denny, Salud Deudero, Willi Egloff, Sarah C. Elmendorf, Enrique Alonso García, Katherine D. Jones, Owen R. Jones, Sandra Lavorel, Dan Lear, Laetitia M. Navarro, Samraat Pawar, Rebecca Pirzl, Nadja Rüger, Sofía Sal, Roberto Salguero‐Gómez, Dmitry Schigel, Katja Schulz, Andrew K. Skidmore, Robert Guralnick",NA,NA
https://openalex.org/W3210629674,Updated distribution maps of predominant Culex mosquitoes across the Americas,2021,https://doi.org/10.1186/s13071-021-05051-3,"Morgan E. Gorris, Andrew W. Bartlow, Seth D Temple, Daniel Romero-Álvarez, Deborah P. Shutt, Jeanne M. Fair, Kimberly Kaufeld, Sara Y. Del Valle, Carrie A. Manore",NA,NA
https://openalex.org/W4280532763,Plant beta-diversity across biomes captured by imaging spectroscopy,2022,https://doi.org/10.1038/s41467-022-30369-6,"Anna K. Schweiger, Étienne Laliberté",NA,NA
https://openalex.org/W4318592683,Caravan - A global community dataset for large-sample hydrology,2023,https://doi.org/10.1038/s41597-023-01975-w,"Frederik Kratzert, Grey Nearing, Nans Addor, Tyler Erickson, Martin Gauch, Oren Gilon, Lukas Gudmundsson, Avinatan Hassidim, Daniel Klotz, Sella Nevo, Guy Shalev, Yossi Matias",NA,NA
https://openalex.org/W4300861479,Defending Earth’s terrestrial microbiome,2022,https://doi.org/10.1038/s41564-022-01228-3,"Colin Averill, Mark Anthony, Petr Baldrián, Felix Finkbeiner, Johan van den Hoogen, E. Toby Kiers, Petr Kohout, Eliane Hirt, Gabriel Reuben Smith, Thomas W. Crowther",NA,NA
https://openalex.org/W2802429349,Futurecasting ecological research: the rise of technoecology,2018,https://doi.org/10.1002/ecs2.2163,"Blake M. Allan, Dale G. Nimmo, Daniel Ierodiaconou, Jeremy VanDerWal, Lian Pin Koh, Euan G. Ritchie","Abstract Increasingly complex research questions and global challenges (e.g., climate change and biodiversity loss) are driving rapid development, refinement, and uses of technology in ecology. This trend is spawning a distinct sub‐discipline, here termed “technoecology.” We highlight recent ground‐breaking and transformative technological advances for studying species and environments: bio‐batteries, low‐power and long‐range telemetry, the Internet of things, swarm theory, 3D printing, mapping molecular movement, and low‐power computers. These technologies have the potential to revolutionize ecology by providing “next‐generation” ecological data, particularly when integrated with each other, and in doing so could be applied to address a diverse range of requirements (e.g., pest and wildlife management, informing environmental policy and decision making). Critical to technoecology's rate of advancement and uptake by ecologists and environmental managers will be fostering increased interdisciplinary collaboration. Ideally, such partnerships will span the conception, implementation, and enhancement phases of ideas, bridging the university, public, and private sectors.",FALSE
https://openalex.org/W3046722814,A global parasite conservation plan,2020,https://doi.org/10.1016/j.biocon.2020.108596,"Colin J. Carlson, Skylar Hopkins, Kayce C. Bell, Jorge Doña, Stephanie S. Godfrey, Mackenzie L. Kwak, Kevin D. Lafferty, Melinda L. Moir, Kelly A. Speer, Giovanni Strona, Mark E. Torchin, Chelsea L. Wood",NA,NA
https://openalex.org/W2097434015,U.S. Climate Reference Network after One Decade of Operations: Status and Assessment,2013,https://doi.org/10.1175/bams-d-12-00170.1,"Howard J. Diamond, Thomas R. Karl, Michael A. Palecki, C. Bruce Baker, Jesse E. Bell, Ronald D. Leeper, David R. Easterling, J. H. Lawrimore, Tilden P. Meyers, Markus Helfert, Grant Goodge, Peter Thorne","The year 2012 marks a decade of observations undertaken by the U.S. Climate Reference Network (USCRN) under the auspices of NOAA's National Climatic Data Center and Atmospheric Turbulence and Diffusion Division. The network consists of 114 sites across the conterminous 48 states, with additional sites in Alaska and Hawaii. Stations are installed in open (where possible), rural sites very likely to have stable land-cover/use conditions for several decades to come. At each site a suite of meteorological parameters are monitored, including triple redundancy for the primary air temperature and precipitation variables and for soil moisture/temperature. Instrumentation is regularly calibrated to National Institute for Standards and Technology (NIST) standards and maintained by a staff of expert engineers. This attention to detail in USCRN is intended to ensure the creation of an unimpeachable record of changes in surface climate over the United States for decades to come. Data are made available without restriction for all public, private, and government use. This article describes the rationale for the USCRN, its implementation, and some of the highlights of the first decade of operations. One critical use of these observations is as an independent data source to verify the existing U.S. temperature record derived from networks corrected for nonhomogenous histories. Future directions for the network are also discussed, including the applicability of USCRN approaches for networks monitoring climate at scales from regional to global. Constructive feedback from end users will allow for continued improvement of USCRN in the future and ensure that it continues to meet stakeholder requirements for precise climate measurements.",FALSE
https://openalex.org/W2604558145,Design for ground beetle abundance and diversity sampling within the National Ecological Observatory Network,2017,https://doi.org/10.1002/ecs2.1744,"David Hoekman, Katherine E. LeVan, Cara M. Gibson, George E. Ball, Robert A. Browne, Robert L. Davidson, Terry L. Erwin, C. Barry Knisley, James R. LaBonte, Jonathan G. Lundgren, David R. Maddison, Wendy Moore, Jari Niemelä, Karen A. Ober, David L. Pearson, John R. Spence, Kipling Will, Timothy T. Work","Abstract The National Ecological Observatory Network ( NEON ) will monitor ground beetle populations across a network of broadly distributed sites because beetles are prevalent in food webs, are sensitive to abiotic factors, and have an established role as indicator species of habitat and climatic shifts. We describe the design of ground beetle population sampling in the context of NEON 's long‐term, continental‐scale monitoring program, emphasizing the sampling design, priorities, and collection methods. Freely available NEON ground beetle data and associated field and laboratory samples will increase scientific understanding of how biological communities are responding to land‐use and climate change.",TRUE
https://openalex.org/W2934923475,Metrics of Lidar-Derived 3D Vegetation Structure Reveal Contrasting Effects of Horizontal and Vertical Forest Heterogeneity on Bird Species Richness,2019,https://doi.org/10.3390/rs11070743,"Luis Carrasco, Xingli Giam, Monica Papeş, Kimberly S. Sheldon","The structural heterogeneity of vegetation is a key factor for explaining animal diversity patterns at a local scale. Improvements in airborne light detection and ranging (lidar) technologies have enabled researchers to study forest 3D structure with increasing accuracy. Most structure–animal diversity work has focused on structural metrics derived from lidar returns from canopy and terrain features. Here, we built new lidar structural metrics based on the Leaf Area Density (LAD) at each vegetation height layer, and used these metrics to study how different aspects of forest structural heterogeneity explain variation in bird species richness. Our goals were to test: (1) whether LAD-based metrics better explained bird species richness compared to metrics based on the top of the canopy; and (2) if different aspects of structural heterogeneity had diverse effects on bird richness. We used discrete lidar data together with 61 breeding landbird points provided by the National Ecological Observatory Network at five forest sites of the eastern US. We used the lidar metrics as predictors of bird species richness and analyzed the shape of the response curves against each predictor. Metrics based on LAD measurements had better explanatory power (43% of variance explained) than those based on the variation of canopy heights (32% of variance explained). Dividing the forest plots into smaller grids allowed us to study the within-plot horizontal variation of the vertical heterogeneity, as well as to analyze how the vegetation density is horizontally distributed at each height layer. Bird species richness increased with horizontal heterogeneity, while vertical heterogeneity had negative effects, contrary to previous research. The increasing capabilities of lidar will allow researchers to characterize forest structure with higher detail. Our findings highlight the need for structure–animal diversity studies to incorporate metrics that are able to capture different aspects of forest 3D heterogeneity.",FALSE
https://openalex.org/W3118611023,Standards and Best Practices for Monitoring and Benchmarking Insects,2021,https://doi.org/10.3389/fevo.2020.579193,"Graham A. Montgomery, Michael W. Belitz, Rob Guralnick, Morgan W. Tingley","Benchmark studies of insect populations are increasingly relevant and needed amid accelerating concern about insect trends in the Anthropocene. The growing recognition that insect populations may be in decline has given rise to a renewed call for insect population monitoring by scientists, and a desire from the broader public to participate in insect surveys. However, due to the immense diversity of insects and a vast assortment of data collection methods, there is a general lack of standardization in insect monitoring methods, such that a sudden and unplanned expansion of data collection may fail to meet its ecological potential or conservation needs without a coordinated focus on standards and best practices. To begin to address this problem, we provide simple guidelines for maximizing return on proven inventory methods that will provide insect benchmarking data suitable for a variety of ecological responses, including occurrence and distribution, phenology, abundance and biomass, and diversity and species composition. To track these responses, we present seven primary insect sampling methods—malaise trapping, light trapping, pan trapping, pitfall trappings, beating sheets, acoustic monitoring, and active visual surveys—and recommend standards while highlighting examples of model programs. For each method, we discuss key topics such as recommended spatial and temporal scales of sampling, important metadata to track, and degree of replication needed to produce rigorous estimates of ecological responses. We additionally suggest protocols for scalable insect monitoring, from backyards to national parks. Overall, we aim to compile a resource that can be used by diverse individuals and organizations seeking to initiate or improve insect monitoring programs in this era of rapid change.",TRUE
